Company,valuation,date_Joined,industry,city,country,continent,year_founded,funding,select_investors,unicorn-year,years_to_unicorn,valuation_b,fundings_b,fundings_category,valuation_efficiency
Veho,$2B,21-12-2021,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,$299M,"General Catalyst, Origin Ventures, Fontinalis Partners",2021,5,2,0.299,Low Funding,6.688963211
Veriff,$2B,26-01-2022,Artificial intelligence,Tallinn,Estonia,Europe,2015,$177M,"Accel, Institutional Venture Partners, Tiger Global Management",2022,7,2,0.177,Low Funding,11.29943503
Whatnot,$2B,16-09-2021,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,$225M,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2021,2,2,0.225,Low Funding,8.888888889
Zenoti,$2B,15-12-2020,Internet software & services,Bellevue,United States,North America,2010,$331M,"Norwest Venture Partners, Accel, Tiger Global Management",2020,10,2,0.331,Low Funding,6.042296073
Zeta,$2B,24-05-2021,Fintech,San Francisco,United States,North America,2015,$340M,"Sodexo Ventures, SoftBank Group",2021,6,2,0.34,Low Funding,5.882352941
Loom,$2B,20-05-2021,Internet software & services,San Francisco,United States,North America,2016,$204M,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",2021,5,2,0.204,Low Funding,9.803921569
Mobile Premier League,$2B,15-09-2021,Internet software & services,Bengaluru,India,Asia,2018,$376M,"Sequoia Capital India, RTP Global, Go-Ventures",2021,3,2,0.376,Low Funding,5.319148936
Uala,$2B,13-08-2021,Fintech,Buenos Aires,Argentina,South America,2017,$544M,"Soros Fund Management, Ribbit Capital, Monashees+",2021,4,2,0.544,Medium Funding,3.676470588
Wenheyou,$2B,17-04-2021,Other,Hunan,China,Asia,2013,$90M,"Sequoia Capital China, Warburg Pincus, IDG Capital",2021,8,2,0.09,Low Funding,22.22222222
Star Charge,$2B,19-05-2021,Auto & transportation,Changzhou,China,Asia,2014,$125M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2021,7,2,0.125,Low Funding,16
ABL Space Systems,$2B,25-03-2021,Other,El Segundo,United States,North America,2017,$419M,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2021,4,2,0.419,Low Funding,4.77326969
Afiniti,$2B,14-04-2017,Artificial intelligence,Hamilton,Bermuda,North America,2006,$120M,GAM Holding,2017,11,2,0.12,Low Funding,16.66666667
ASAPP,$2B,19-05-2021,Artificial intelligence,New York,United States,North America,2014,$380M,"March Capital Partners, HOF Capital, Emergence Capital Partners",2021,7,2,0.38,Low Funding,5.263157895
BitSight Technologies,$2B,13-09-2021,Cybersecurity,Boston,United States,North America,2013,$401M,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2021,8,2,0.401,Low Funding,4.987531172
Cao Cao Mobility,$2B,17-01-2018,Auto & transportation,Hangzhou,China,Asia,2015,$744M,"People Electrical Appliance Group China, Zhongrong International Trust",2018,3,2,0.744,Medium Funding,2.688172043
Capitolis,$2B,22-03-2022,Fintech,New York,United States,North America,2017,$282M,"Sequoia Capital, Index Ventures, S Capital",2022,5,2,0.282,Low Funding,7.092198582
Carbon,$2B,20-08-2015,Hardware,Redwood City,United States,North America,2013,$682M,"Google Ventures, Sequoia Capital, Wakefield Group",2015,2,2,0.682,Medium Funding,2.93255132
Clio,$2B,27-04-2021,Internet software & services,Burnaby,Canada,North America,2008,$386M,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",2021,13,2,0.386,Low Funding,5.18134715
Cresta,$2B,17-03-2022,Artificial Intelligence,San Francisco,United States,North America,2017,$151M,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",2022,5,2,0.151,Low Funding,13.24503311
Exabeam,$2B,01-06-2021,Cybersecurity,Foster City,United States,North America,2013,$390M,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2021,8,2,0.39,Low Funding,5.128205128
ezCater,$2B,02-04-2019,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,$421M,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",2019,12,2,0.421,Low Funding,4.750593824
HomeLight,$2B,02-09-2021,Fintech,San Francisco,United States,North America,2012,$219M,"Zeev Ventures, Menlo Ventures,Crosslink Capital",2021,9,2,0.219,Low Funding,9.132420091
HoneyBook,$2B,04-05-2021,Internet software & services,San Francisco,United States,North America,2013,$498M,"Norwest Venture Partners, Hillsven Capital, Aleph",2021,8,2,0.498,Low Funding,4.016064257
Infinidat,$2B,29-04-2015,Hardware,Waltham,United States,North America,2011,$325M,"TPG Growth, Goldman Sachs",2015,4,2,0.325,Low Funding,6.153846154
Mercury,$2B,03-07-2021,Fintech,San Francisco,United States,North America,2019,$152M,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2021,2,2,0.152,Low Funding,13.15789474
Paxos,$2B,29-04-2021,Fintech,New York,United States,North America,2012,$538M,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2021,9,2,0.538,Medium Funding,3.717472119
SafetyCulture,$2B,03-05-2021,Internet software & services,Sydney,Australia,Oceania,2004,$222M,"Blackbird Ventures, IndexVentures, Tiger Global Management",2021,17,2,0.222,Low Funding,9.009009009
SmartHR,$2B,08-06-2021,Fintech,Tokyo,Japan,Asia,2013,$190M,"BEENEXT, World Innovation Lab, Light Street Capital",2021,8,2,0.19,Low Funding,10.52631579
Tonal,$2B,31-03-2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,$450M,"Mayfield Fund, Shasta Ventures, L Catterton",2021,6,2,0.45,Low Funding,4.444444444
Truepill,$2B,27-10-2021,Health,Hayward,United States,North America,2016,$255M,"Initialized Capital, Sound Ventures, TI Platform Management",2021,5,2,0.255,Low Funding,7.843137255
Unite Us,$2B,16-03-2021,Health,New York,United States,North America,2014,$195M,"Insight Partners, Sequoia Capital, Index Ventures",2021,7,2,0.195,Low Funding,10.25641026
Verkada,$2B,29-01-2020,Cybersecurity,San Mateo,United States,North America,2016,$139M,"next47, First Round Capital, Sequoia Capital",2020,4,2,0.139,Low Funding,14.38848921
Wayflyer,$2B,01-02-2022,Fintech,Dublin,Ireland,Europe,2019,$236M,"QED Investors, DST Global, Left Lane Capital",2022,3,2,0.236,Low Funding,8.474576271
Zhubajie,$2B,16-06-2015,Internet software & services,Chongqing,China,Asia,2006,$445M,"Cybernaut Growth Fund, IDG Capital",2015,9,2,0.445,Low Funding,4.494382022
Transcarent,$2B,11-01-2022,Health,San Francisco,United States,North America,2020,$298M,"Alta Partners, General Catalyst, Jove Equity Partners",2022,2,2,0.298,Low Funding,6.711409396
Trader Interactive,$2B,12-05-2021,Other,Norfolk,United States,North America,2017,$624M,Carsales,2021,4,2,0.624,Medium Funding,3.205128205
Glossier,$2B,19-03-2019,Consumer & retail,New York,United States,North America,2014,$266M,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",2019,5,2,0.266,Low Funding,7.518796992
Hibob,$2B,12-10-2021,Internet software & services,Tel Aviv,Israel,Asia,2015,$274M,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2021,6,2,0.274,Low Funding,7.299270073
Jobandtalent,$2B,01-12-2021,Internet software & services,Madrid,Spain,Europe,2009,$902M,"Kibo Ventures, SoftBank Group, Atomico",2021,12,2,0.902,Medium Funding,2.2172949
Optimism,$2B,17-03-2022,Internet software & services,San Francisco,United States,North America,2019,$179M,"Paradigm, Huobi Ventures, Andreessen Horowitz",2022,3,2,0.179,Low Funding,11.17318436
solarisBank,$2B,13-07-2021,Fintech,Berlin,Germany,Europe,2016,$403M,"Yabeo Capital, SBI Investment, Vulcan Capital",2021,5,2,0.403,Low Funding,4.962779156
WEMAKEPRICE,$2B,09-09-2015,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,$397M,"IMM Investment, NXC",2015,6,2,0.397,Low Funding,5.037783375
Alan,$2B,19-04-2021,Fintech,Paris,France,Europe,2016,$364M,"Index Ventures, Temasek, Portag3 Ventures",2021,5,2,0.364,Low Funding,5.494505495
Biren Technology,$2B,18-08-2020,Hardware,Shanghai,China,Asia,2019,$285M,"V FUND, IDG Capital, Green Pine Capital Partners",2020,1,2,0.285,Low Funding,7.01754386
Voodoo,$2B,17-08-2020,Other,Paris,France,Europe,2013,$517M,"Tencent Holdings, Goldman Sachs",2020,7,2,0.517,Medium Funding,3.868471954
Carsome,$2B,12-07-2021,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,$577M,"Gobi Partners, 500 Startups, Ondine Capital",2021,6,2,0.577,Medium Funding,3.466204506
CircleCI,$2B,11-05-2021,Internet software & services,San Francisco,United States,North America,2011,$315M,"Threshold Ventures, Baseline Ventures, Harrison Metal",2021,10,2,0.315,Low Funding,6.349206349
DealShare,$2B,27-01-2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,$612M,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",2022,4,2,0.612,Medium Funding,3.267973856
DispatchHealth,$2B,03-03-2021,Health,Denver,United States,North America,2013,$403M,"Alta Partners, Questa Capital, Echo Health Venturesl",2021,8,2,0.403,Low Funding,4.962779156
Dragos,$2B,28-10-2021,Cybersecurity,Hanover,United States,North America,2016,$358M,"DataTribe, Energy Impact Partners, AllegisCyber Capital",2021,5,2,0.358,Low Funding,5.586592179
Gousto,$2B,03-11-2020,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,$311M,"MMC Ventures, BGF Ventures, Unilever Ventures",2020,8,2,0.311,Low Funding,6.430868167
H2O.ai,$2B,07-11-2021,Artificial intelligence,Mountain View,United States,North America,2011,$251M,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",2021,10,2,0.251,Low Funding,7.96812749
Harness,$2B,14-01-2021,Artificial intelligence,San Francisco,United States,North America,2016,$195M,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",2021,5,2,0.195,Low Funding,10.25641026
Harry's,$2B,16-02-2018,Consumer & retail,New York,United States,North America,2013,$792M,"Thrive Capital, Tiger Global Management, Temasek",2018,5,2,0.792,Medium Funding,2.525252525
PAX,$2B,22-10-2018,Consumer & retail,San Francisco,United States,North America,2007,$542M,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",2018,11,2,0.542,Medium Funding,3.6900369
Productboard,$2B,02-02-2022,Internet software & services,San Francisco,United States,North America,2014,$261M,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2022,8,2,0.261,Low Funding,7.662835249
Reltio,$2B,04-11-2021,Data management & analytics,Redwood City,United States,North America,2011,$237M,"Crosslink Capital, .406 Ventures, Sapphire Ventures",2021,10,2,0.237,Low Funding,8.438818565
Spotter,$2B,16-02-2022,Fintech,Los Angeles,United States,North America,2019,$231M,"SoftBank Group, Access Industries, Crossbeam Venture Partners",2022,3,2,0.231,Low Funding,8.658008658
Vestiaire Collective,$2B,01-03-2021,E-commerce & direct-to-consumer,Paris,France,Europe,2009,$663M,"Eurazeo, IDInvest Partners, Balderton Capital",2021,12,2,0.663,Medium Funding,3.016591252
Wave,$2B,07-09-2021,Fintech,Dakar,Senegal,Africa,2018,$200M,"Stripe, Founders Fund, Partech Partners",2021,3,2,0.2,Low Funding,10
ZenBusiness,$2B,09-11-2021,Fintech,Austin,United States,North America,2015,$275M,"Greycroft, Lerer Hippeau, Geekdom Fund",2021,6,2,0.275,Low Funding,7.272727273
Bowery Farming,$2B,25-05-2021,Other,New York,United States,North America,2015,$497M,"Temasek, Google Ventures, General Catalyst",2021,6,2,0.497,Low Funding,4.024144869
Greenlight,$2B,24-09-2020,Fintech,Atlanta,United States,North America,2014,$557M,"Relay Ventures, TTV Capital, Canapi Ventures",2020,6,2,0.557,Medium Funding,3.590664273
KeepTruckin,$2B,23-04-2019,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$417M,"Google Ventures, Index Ventures, Scale Venture Partners",2019,6,2,0.417,Low Funding,4.79616307
Odoo,$2B,29-07-2021,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,$229M,"Summit Partners, Noshaq, Sofinnova Partners",2021,16,2,0.229,Low Funding,8.733624454
Skydance Media,$2B,11-02-2020,Other,Santa Monica,United States,North America,2010,$275M,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2020,10,2,0.275,Low Funding,7.272727273
Uptake,$2B,27-10-2015,Artificial intelligence,Chicago,United States,North America,2014,$218M,"Revolution, New Enterprise Associates, Caterpillar",2015,1,2,0.218,Low Funding,9.174311927
MoMo,$2B,10-12-2021,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,$434M,"Goodwater Capital, Warburg Pincus, GS Growth",2021,8,2,0.434,Low Funding,4.608294931
Algolia,$2B,28-07-2021,Internet software & services,San Francisco,United States,North America,2012,$334M,"Accel, Alven Capital, Storm Ventures",2021,9,2,0.334,Low Funding,5.988023952
Pattern,$2B,06-10-2021,Internet software & services,Lehi,United States,North America,2013,$277M,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2021,8,2,0.277,Low Funding,7.220216606
Spinny,$2B,24-11-2021,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,$509M,"General Catalyst, Eleation Capital, Avenir Growth Capital",2021,6,2,0.509,Medium Funding,3.929273084
Trulioo,$2B,07-06-2021,Cybersecurity,Vancouver,Canada,North America,2011,$474M,"Blumberg Capital, American Express Ventures, BDC Venture Capital",2021,10,2,0.474,Low Funding,4.219409283
Zume,$2B,01-11-2018,Consumer & retail,Mountain View,United States,North America,2015,$423M,"Softbank Group, AME Cloud Ventures, SignalFire",2018,3,2,0.423,Low Funding,4.728132388
AIWAYS,$2B,16-04-2018,Auto & transportation,Shanghai,China,Asia,2017,$792M,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",2018,1,2,0.792,Medium Funding,2.525252525
Bitso,$2B,05-05-2021,Fintech,Mexico City,Mexico,North America,2014,$378M,"Pantera Capital, QED Investors, Coinbase Ventures",2021,7,2,0.378,Low Funding,5.291005291
BloomReach,$2B,23-02-2022,Artificial intelligence,Mountain View,United States,North America,2009,$422M,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2022,13,2,0.422,Low Funding,4.739336493
Current,$2B,27-04-2021,Fintech,New York,United States,North America,2015,$402M,"Expa, QED Investors, Foundation Capital",2021,6,2,0.402,Low Funding,4.975124378
Dialpad,$2B,06-10-2020,Internet software & services,San Francisco,United States,North America,2011,$400M,"Andreessen Horowitz, Google Ventures, Section 32",2020,9,2,0.4,Low Funding,5
G7 Networks,$2B,15-02-2022,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,$710M,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2022,16,2,0.71,Medium Funding,2.816901408
Gympass,$2B,12-06-2019,Internet software & services,New York,United States,North America,2012,$525M,"General Atlantic, SoftBank Group, Atomico",2019,7,2,0.525,Medium Funding,3.80952381
MUSINSA,$2B,11-11-2019,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,$287M,Sequoia Capital,2019,18,2,0.287,Low Funding,6.968641115
NuCom Group,$2B,22-02-2018,Other,Unterfoehring,Germany,Europe,2016,$550M,General Atlantic,2018,2,2,0.55,Medium Funding,3.636363636
Reify Health,$2B,10-08-2021,Health,Boston,United States,North America,2012,$259M,"Sierra Ventures, Battery Ventures, Asset Management Ventures",2021,9,2,0.259,Low Funding,7.722007722
Diamond Foundry,$2B,29-03-2021,Other,San Francisco,United States,North America,2012,$351M,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",2021,9,2,0.351,Low Funding,5.698005698
FullStory,$2B,04-08-2021,Internet software & services,Atlanta,United States,North America,2014,$172M,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",2021,7,2,0.172,Low Funding,11.62790698
Lightricks,$2B,31-07-2019,Artificial intelligence,Jerusalem,Israel,Asia,2013,$305M,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",2019,6,2,0.305,Low Funding,6.557377049
Opentrons,$2B,23-09-2021,Hardware,New York,United States,North America,2016,$240M,"SOSV, Khosla Ventures, Lerer Hippeau",2021,5,2,0.24,Low Funding,8.333333333
ZocDoc,$2B,20-08-2015,Health,New York,United States,North America,2007,$374M,"Founders Fund, Khosla Ventures, Goldman Sachs",2015,8,2,0.374,Low Funding,5.347593583
Accelerant,$2B,12-01-2022,Other,Colchester,United Kingdom,Europe,2018,$193M,"Deer Park Road, Altamont Capital Partners, Eldridge",2022,4,2,0.193,Low Funding,10.3626943
Huaqin Telecom Technology,$2B,08-10-2019,Mobile & telecommunications,Shanghai,China,Asia,2005,$298M,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2019,14,2,0.298,Low Funding,6.711409396
Addepar,$2B,15-06-2021,Fintech,Mountain View,United States,North America,2009,$676M,"8VC, D1 Capital Partners, Sway Ventures",2021,12,2,0.676,Medium Funding,2.958579882
YITU Technology,$2B,08-03-2018,Artificial intelligence,Shanghai,China,Asia,2012,$401M,"Sequoia Capital China, Banyan Capital",2018,6,2,0.401,Low Funding,4.987531172
CloudWalk,$2B,08-09-2021,Fintech,Sao Paulo,Brazil,South America,2015,$345M,"Plug and Play Ventures, Valor Capital Group, DST Global",2021,6,2,0.345,Low Funding,5.797101449
Retool,$2B,22-12-2021,Internet software & services,San Francisco,United States,North America,2000,$96M,Sequoia Capital,2021,21,2,0.096,Low Funding,20.83333333
Volocopter,$2B,04-03-2022,Auto & transportation,Bruchsal,Germany,Europe,2011,$599M,"btov Partners, Geely, Intel Capital",2022,11,2,0.599,Medium Funding,3.338898164
Acorns,$2B,09-03-2022,Fintech,Irvine,United States,North America,2012,$507M,"e.ventures, Bain Capital Ventures, Greycroft",2022,10,2,0.507,Medium Funding,3.944773176
Aledade,$2B,19-01-2021,Health,Bethesda,United States,North America,2014,$295M,"Venrock, CVF Capital Partners, ARCH Venture Partners",2021,7,2,0.295,Low Funding,6.779661017
CoinSwitch Kuber,$2B,06-10-2021,Fintech,Bangalore,India,Asia,2017,$301M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",2021,4,2,0.301,Low Funding,6.644518272
ConcertAI,$2B,29-03-2022,Artificial Intelligence,Boston,United States,North America,2018,$300M,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",2022,4,2,0.3,Low Funding,6.666666667
